Recency,Frequency,Monetary
1250,1,42.5
1267,1,97.9
1497,1,22.31
227,1,87.5
1592,1,25.89
727,1,28.55
363,1,69.85
979,1,99.13
243,1,48.82
90,1,7.85
16,1,77.29
204,2,74.66
944,1,22.48
447,1,21.65
1085,1,14.45
547,1,32.16
292,1,17.07
422,1,50.05
515,1,28.83
1236,1,42.62
1541,1,46.83
375,1,83.04
1006,1,70.02
806,1,83.1
721,1,95.18
916,1,65.58
506,1,38.75
1112,1,27.57
219,1,97.86
269,1,93.76
76,2,156.78
1170,1,65.51
800,1,90.48
1284,1,87.34
1274,1,85.01
232,1,57.84
579,1,28.37
1326,1,43.8
1195,1,97.32
531,1,41.69
731,1,68.49
248,1,45.63
755,1,52.15
62,1,96.91
23,1,49.78
1216,1,12.65
1547,1,76.03
750,1,38.66
171,1,38.62
985,1,23.7
338,1,29.65
1459,1,26.21
486,1,43.11
1075,1,45.08
707,2,94.270004
427,1,38.39
581,1,57.52
1575,1,12.67
131,1,36.26
719,1,33.16
1582,1,58.2
1529,1,63.47
1186,1,99.81
29,1,90.52
1494,1,60.84
556,1,10.95
1181,1,15.98
1180,1,74.76
288,1,27.67
618,1,20.72
712,1,35.41
461,1,93.56
138,1,57.18
492,1,31.46
54,1,57.41
288,1,44.17
1465,1,67.43
843,1,77.87
1093,1,91.66
1148,1,41.13
1231,1,11.48
1224,1,59.62
296,1,42.01
235,1,54.99
676,1,67.18
1319,1,92.67
558,3,175.72
190,2,122.84999
821,1,45.77
1155,1,91.78
924,1,95.06
790,1,49.52
1476,1,34.21
317,1,40.81
608,1,37.96
1209,1,77.64
963,1,38.33
769,1,76.12
902,1,99.62
839,1,73.82
1337,1,9.97
795,1,92.53
24,1,98.95
433,1,58.5
1566,1,93.57
1153,1,41.59
1063,1,10.27
1367,1,74.02
211,1,78.74
857,1,83.98
1439,1,46.14
194,1,59.18
1163,1,72.06
1548,1,22.9
1003,1,74.42
599,1,28.81
142,1,63.63
1157,1,19.0
136,1,47.98
1067,1,72.01
1202,1,83.96
487,1,91.42
1103,1,61.37
609,1,15.23
944,1,62.54
1315,1,72.39
1130,1,80.49
1383,1,41.34
804,1,70.85
227,1,85.19
1027,1,45.53
1022,1,36.09
1352,1,57.21
188,1,81.08
150,1,88.97
1553,1,68.39
447,1,47.86
1233,1,90.71
1167,1,53.69
1144,1,38.99
15,1,22.96
330,1,63.15
1511,1,48.86
1389,1,11.66
1205,1,34.71
1083,1,66.33
516,1,51.6
249,1,87.7
734,1,33.37
692,1,90.45
720,1,60.61
946,1,25.72
313,1,83.28
1014,1,19.1
906,1,26.57
811,1,77.19
167,1,98.38
366,1,5.22
1016,1,32.24
1270,1,60.32
1476,1,84.78
209,1,6.1
984,1,53.1
1168,1,70.61
621,1,59.58
68,1,77.63
1519,1,93.88
1526,1,89.68
1506,1,92.94
524,1,69.05
1557,1,92.22
600,2,107.95
1531,1,49.33
523,1,66.18
340,1,34.59
562,1,19.22
131,1,97.93
1033,1,74.84
1125,1,45.43
1528,1,89.78
920,1,81.74
517,1,94.61
1516,1,17.89
559,1,47.48
1369,1,73.4
1186,1,50.98
1590,1,68.9
1578,1,97.9
993,1,23.55
1276,1,81.36
31,1,68.82
988,1,43.58
1081,1,92.29
1132,1,68.06
1120,1,75.78
659,1,56.57
477,1,37.67
921,2,38.309998
1443,1,97.83
110,1,38.43
1048,1,59.24
1467,1,98.6
11,1,12.95
118,1,20.87
1433,1,12.47
260,1,83.14
11,1,23.12
1011,1,71.06
587,1,40.49
773,1,87.31
1426,1,61.73
124,1,91.7
1075,1,66.68
1135,1,89.4
121,1,11.43
839,1,29.31
1596,1,79.19
190,1,18.35
749,1,61.27
1078,1,89.28
478,2,176.18
1179,1,40.24
18,1,48.45
99,1,43.43
628,1,94.78
970,1,69.44
1182,1,83.9
14,1,34.19
216,1,33.89
465,2,139.3
1390,1,9.81
430,1,78.87
735,1,32.37
1447,1,95.68
1306,1,13.5
1044,1,86.91
1073,1,74.24
46,2,178.02
885,1,35.85
1240,1,30.26
1182,1,31.02
1017,1,96.01
388,4,232.93001
284,1,85.77
361,1,16.63
329,1,17.41
156,1,95.11
921,1,5.95
1447,1,82.52
300,1,18.14
1323,1,33.08
1380,1,40.04
1407,1,84.06
145,1,68.58
205,1,12.73
863,2,98.43001
1241,1,29.6
1061,1,83.18
135,1,23.89
933,1,91.06
314,1,64.04
338,1,11.27
733,1,63.9
189,1,5.39
1090,1,25.66
1595,1,56.9
347,1,53.45
163,4,242.25
699,1,69.46
617,1,22.6
872,1,10.4
383,1,71.48
136,1,30.59
1033,1,13.01
1085,1,35.66
384,1,68.36
503,1,11.63
469,1,94.75
510,1,58.44
1285,1,11.61
1263,1,6.87
138,1,79.12
339,1,64.88
142,1,38.1
876,1,79.82
1215,1,93.49
1290,1,82.64
666,1,53.93
798,1,11.37
1483,1,60.88
446,2,107.46
1148,1,27.47
640,1,38.23
1447,1,33.06
802,1,53.09
1519,1,44.34
1251,1,19.47
1411,1,17.09
1212,1,18.56
540,1,73.37
20,1,17.53
116,2,82.41
1201,1,98.86
750,1,27.61
1307,1,43.95
1533,1,54.29
1475,1,62.94
1482,1,33.24
673,1,53.06
154,1,5.54
652,1,29.26
316,1,29.78
666,1,60.06
485,1,71.8
1335,1,33.52
356,1,11.63
986,1,55.99
996,1,97.2
684,1,9.67
1156,1,53.33
962,1,26.44
308,1,76.2
1597,1,35.5
3,1,97.74
1448,1,9.8
287,1,37.87
1005,1,53.01
1385,1,66.85
401,1,41.99
796,1,32.03
1024,1,35.98
1020,1,60.98
1521,1,47.29
1545,1,98.57
731,1,47.72
1071,1,62.99
700,1,66.02
913,1,14.71
927,1,13.8
53,1,75.89
722,1,98.54
884,1,96.89
46,1,29.91
34,1,78.57
1226,1,9.55
334,1,62.89
1374,1,82.8
652,1,8.28
669,1,88.65
144,1,72.77
275,1,70.47
38,2,103.55
797,1,92.49
514,1,75.13
167,1,44.44
1015,1,68.87
806,1,80.55
131,2,120.76
1220,1,80.62
97,1,59.12
23,1,16.21
1269,1,74.33
1161,1,71.44
239,1,73.92
229,1,71.19
1580,1,33.87
695,1,72.21
493,1,26.17
869,1,97.35
584,1,6.38
469,1,82.23
132,1,55.06
1017,1,95.32
353,1,56.97
1354,1,47.26
1278,1,9.8
442,1,92.94
1464,1,11.92
534,1,56.7
339,1,46.62
1191,1,90.99
866,1,61.75
673,1,88.64
1400,1,82.86
1459,1,5.49
1172,1,70.98
936,1,10.69
47,1,79.62
1512,1,75.66
1,2,101.810005
1015,1,92.0
1481,1,55.09
864,1,54.14
223,1,52.56
16,1,84.21
236,1,25.6
1542,1,38.39
322,1,78.72
139,1,44.05
967,1,75.65
966,1,57.2
377,1,66.75
665,1,13.67
1578,1,80.82
1189,1,51.6
750,1,47.99
390,1,22.69
564,2,95.869995
391,1,60.52
49,1,55.86
640,2,146.37
1310,1,68.24
1549,1,20.25
709,1,97.15
56,2,141.27
732,1,57.71
853,1,76.09
1074,1,57.78
1010,1,56.47
943,1,28.64
1391,1,21.03
1362,1,56.49
102,1,60.44
80,1,10.59
564,1,22.88
649,1,82.97
876,1,57.05
1384,1,33.12
1583,1,15.35
444,1,84.22
256,1,22.98
153,1,22.02
1171,1,99.36
1577,1,14.61
1040,1,24.59
790,1,86.12
509,1,91.26
1377,1,91.62
757,1,49.12
263,1,51.76
147,1,59.2
494,1,32.14
592,1,86.45
646,1,45.03
151,1,68.74
1250,1,64.83
611,1,57.37
482,1,86.51
275,1,50.53
161,1,69.98
792,1,84.81
763,1,45.53
428,1,32.09
387,1,60.91
648,1,27.86
1121,1,61.74
1090,1,50.82
534,1,63.43
179,1,71.76
1250,1,74.45
533,1,60.68
556,1,78.22
1121,1,75.64
685,1,75.37
426,1,16.03
1390,1,19.8
72,1,12.52
525,1,91.53
522,1,98.84
1407,1,23.39
674,1,29.62
393,1,15.21
1497,1,76.23
440,1,75.33
1118,1,59.38
309,1,35.77
407,1,49.54
232,1,30.2
1219,1,82.25
109,1,41.56
1231,1,68.0
338,3,132.45
187,1,41.27
1528,1,6.07
158,2,65.0
783,1,49.26
865,1,77.62
1421,1,33.1
1592,1,45.44
1204,1,86.61
196,1,11.83
950,1,22.92
416,1,19.48
1360,1,24.76
958,1,73.38
563,1,67.51
876,1,54.53
562,1,80.78
959,1,6.67
944,2,17.470001
604,1,69.43
887,1,80.78
509,1,60.65
82,1,39.3
61,1,32.36
504,1,76.93
1340,1,98.23
152,1,21.09
974,1,73.23
886,1,98.65
1415,1,85.62
49,1,90.07
217,1,6.87
174,1,13.0
1431,1,10.82
1385,1,83.67
712,1,15.24
863,1,22.37
1425,1,82.29
17,1,20.22
279,1,66.43
1413,1,39.13
330,2,74.38
341,1,50.43
791,1,9.52
397,1,78.91
1157,1,64.72
1393,1,74.84
99,1,63.44
921,1,85.37
726,1,79.21
441,1,61.67
169,1,5.37
343,1,14.15
1559,1,30.08
763,1,71.95
997,1,28.84
445,1,53.94
58,1,94.73
967,1,18.89
297,1,64.16
54,1,97.84
866,1,52.19
1460,1,7.51
255,1,12.01
637,2,154.26999
637,1,50.22
765,1,52.79
232,1,34.3
174,1,39.15
764,1,49.25
1451,1,7.76
54,1,88.8
852,1,99.98
1176,1,9.62
791,1,52.27
986,1,55.44
422,1,24.75
412,1,10.3
337,1,15.03
148,1,91.39
538,1,91.45
1439,1,24.89
1576,1,35.76
742,1,97.38
281,1,97.16
1215,1,41.17
250,1,70.62
809,2,107.05
1072,1,80.86
192,1,18.98
478,1,99.12
996,1,11.45
859,1,5.17
419,1,73.95
945,1,34.75
644,1,87.87
1109,1,10.79
1153,1,85.72
1132,1,48.17
1194,1,18.33
108,1,89.37
1518,1,11.81
434,1,90.49
306,1,80.91
1539,1,21.79
955,1,45.55
1195,1,70.34
130,1,6.98
1371,1,33.61
275,1,59.39
109,3,98.63
1107,1,75.22
389,2,75.9
706,1,81.34
307,1,25.95
841,1,18.96
1204,1,14.21
698,1,66.85
363,1,57.31
1519,1,79.37
5,1,72.79
826,1,73.72
423,1,59.88
142,2,182.21
548,1,38.53
804,1,27.2
1261,1,96.07
120,1,58.8
1349,1,65.4
618,1,75.72
282,1,34.26
132,1,36.62
1389,1,53.49
1533,1,14.38
559,2,75.7
1230,1,30.51
1265,1,25.07
261,1,5.67
1433,1,93.41
648,1,35.8
6,1,39.86
727,2,110.630005
1305,1,37.76
414,1,48.57
1074,1,91.28
1388,1,95.5
47,1,90.45
1370,1,46.39
169,1,70.82
450,2,84.7
1210,1,33.62
1380,1,37.45
682,1,78.54
1353,1,35.02
683,1,7.12
172,1,31.1
481,1,28.8
1163,1,50.59
260,1,18.44
1003,1,26.9
475,1,74.41
953,1,93.3
978,1,8.81
623,1,49.41
229,1,73.77
781,1,58.2
229,1,70.2
317,1,77.86
1077,1,8.54
1176,1,91.08
71,1,5.09
126,1,21.59
1505,1,62.53
1353,1,19.12
542,1,80.55
209,1,37.65
796,1,38.33
53,1,26.41
909,1,86.56
923,1,7.29
643,1,42.16
1003,1,25.64
571,1,90.87
166,1,27.97
636,2,108.19
460,1,95.51
1176,1,33.06
581,1,24.97
1108,1,9.73
862,1,44.47
209,1,5.51
1171,1,93.11
1143,1,27.14
6,1,65.91
1376,1,9.91
107,1,67.85
1544,1,64.69
953,1,38.38
471,1,77.72
1084,1,87.4
459,1,35.72
1232,1,20.97
892,1,7.9
135,3,122.51
1553,1,83.84
1439,1,29.5
686,1,84.84
629,1,99.64
653,1,63.39
1070,1,6.43
595,1,57.83
1064,1,76.31
488,2,57.93
1359,1,47.73
211,2,92.93
595,1,99.99
491,1,36.91
98,1,46.07
807,1,8.5
1459,1,89.16
994,2,147.86
885,1,39.0
1151,1,19.51
435,1,14.48
619,1,16.31
749,1,53.91
341,2,101.07
777,1,19.56
1552,1,80.44
183,1,87.0
306,1,10.42
421,1,70.19
507,1,31.26
742,1,28.61
742,1,85.0
1254,1,58.58
444,2,115.79
413,1,50.7
931,1,25.85
1025,1,30.09
450,1,45.47
434,1,52.03
780,1,97.11
553,1,44.42
507,1,27.92
1490,1,22.72
1464,1,16.23
1511,1,9.11
189,2,157.83
327,1,72.45
1415,1,39.02
796,1,5.21
1511,1,53.02
1198,2,156.6
746,2,45.04
1464,1,98.46
257,4,218.42
329,1,32.17
410,2,82.05
668,2,96.46
645,2,29.51
54,1,96.52
627,1,15.36
496,1,20.63
809,1,37.85
566,1,45.39
451,1,47.47
1389,1,24.88
1273,1,72.06
982,1,14.34
507,1,61.39
786,1,26.21
630,1,70.31
1507,1,52.57
183,2,37.18
995,1,54.81
1366,1,10.16
1281,1,12.12
19,1,54.97
223,1,45.31
1159,1,98.97
582,1,85.62
4,2,127.61
1022,1,97.15
28,1,63.13
1210,1,47.98
1193,1,29.1
1476,1,55.13
1265,1,53.9
1337,1,18.43
716,1,18.27
867,1,27.91
687,1,99.82
5,1,8.62
1040,1,52.52
1410,1,80.07
206,1,27.45
601,1,28.35
319,1,36.66
556,1,43.69
1535,1,52.29
52,1,95.05
1446,1,82.69
241,1,14.04
650,1,74.78
99,1,55.12
438,1,92.59
1195,1,15.8
145,1,71.31
1385,1,7.12
1597,1,57.12
31,1,27.97
1056,1,47.14
14,1,67.2
326,1,82.88
482,1,34.52
492,1,62.03
834,1,51.95
1025,1,22.41
1552,1,61.89
676,1,33.09
48,1,77.95
466,1,36.07
111,1,30.93
1597,1,14.53
721,1,57.17
660,1,50.18
846,1,13.94
314,1,47.75
467,1,41.93
1070,1,31.6
951,2,173.65
851,1,45.6
775,1,39.62
1514,1,24.19
893,1,48.41
622,1,15.27
1112,1,66.34
135,1,70.18
767,1,47.23
720,1,80.05
634,1,5.65
96,1,96.31
1170,1,97.82
250,1,5.41
242,1,97.11
83,1,50.55
362,1,35.63
501,1,89.42
1056,1,40.94
697,1,15.19
1550,1,23.28
172,1,47.29
592,1,46.59
1509,1,93.82
1275,1,65.19
157,2,27.44
712,1,44.58
1069,1,89.5
361,2,109.86
423,1,83.45
1427,1,22.26
1053,1,72.42
419,1,38.35
366,1,44.77
1100,1,82.55
628,1,46.72
765,1,10.33
130,1,58.41
993,1,91.32
538,1,60.6
903,1,55.42
468,1,88.55
153,1,37.48
173,1,24.35
128,2,109.850006
969,1,59.54
1448,1,9.82
1386,1,52.07
755,1,6.16
723,1,79.39
1011,1,70.99
678,1,9.44
402,1,49.08
390,2,56.0
485,2,123.5
327,1,32.43
3,1,53.82
950,1,92.49
490,1,67.48
765,1,16.49
513,1,57.63
1356,1,90.36
1003,1,40.78
908,1,15.32
1086,1,20.94
102,1,99.19
623,1,94.8
882,1,21.88
1396,1,30.1
995,1,12.07
874,2,68.99
1075,1,98.03
420,1,10.47
853,1,34.39
684,1,57.33
1155,1,73.08
1243,1,75.29
572,1,68.41
1301,1,68.39
33,1,97.2
1128,1,66.92
615,1,15.41
660,1,72.45
766,1,73.18
885,1,45.87
934,1,30.66
694,1,78.26
658,1,85.26
17,1,45.28
978,1,84.5
198,1,94.89
1193,1,83.58
1021,1,96.56
890,1,88.47
1368,1,80.58
1150,1,98.86
1162,1,16.22
910,1,64.02
1087,1,47.58
1335,1,14.22
1121,1,33.64
750,1,33.85
274,1,38.76
1474,1,84.39
421,1,10.42
144,1,35.7
801,1,42.62
790,1,16.21
61,1,62.57
598,1,50.62
1577,1,41.39
1354,1,15.77
1595,1,69.18
619,1,13.85
1008,1,38.3
1119,1,45.99
1367,1,8.32
504,1,30.37
647,1,18.13
246,1,58.6
601,1,57.05
780,1,34.78
451,1,35.82
752,1,23.29
1366,1,98.31
1353,1,57.55
470,1,82.86
1328,1,81.55
127,1,41.68
1181,1,93.68
368,1,51.7
955,1,62.56
801,1,82.2
472,1,61.98
1265,1,55.21
1079,1,55.7
313,1,33.79
337,1,87.96
959,1,24.32
1046,1,55.43
1499,1,23.64
652,1,26.7
784,1,96.97
68,1,85.1
168,1,45.9
834,1,39.7
223,1,14.26
187,1,79.74
569,1,25.33
1109,1,55.32
1578,1,16.77
575,1,84.0
426,1,80.6
456,1,7.34
1367,2,34.09
1247,1,89.54
318,1,40.88
1144,1,99.47
873,1,37.47
1084,1,38.92
1477,1,75.94
53,1,86.64
499,1,87.31
248,1,94.61
931,1,6.67
668,1,23.83
1018,1,92.9
543,3,194.38
1327,1,64.53
511,1,30.87
449,1,18.79
268,1,84.76
147,1,82.2
619,1,78.78
1519,1,48.15
1552,1,29.16
981,2,130.09
925,1,9.27
298,1,35.38
759,1,21.04
344,1,87.42
976,2,91.77
444,2,92.91
945,1,5.15
1065,1,97.31
1486,1,55.82
1177,1,18.32
225,1,32.27
700,1,94.02
955,1,14.16
1305,1,79.55
657,2,117.850006
74,1,40.81
713,1,48.73
593,1,98.14
659,1,64.14
459,1,69.64
697,1,61.08
1396,1,79.08
1244,1,11.69
1448,1,56.27
954,1,9.77
213,2,163.84
637,1,12.19
492,1,70.38
45,1,15.29
486,3,97.27
736,1,49.68
273,4,228.16
973,1,34.01
218,1,68.66
66,3,63.010002
715,1,12.06
1169,1,35.91
1049,1,87.86
1335,1,91.89
844,2,107.33
764,1,36.55
568,2,182.4
1419,1,60.24
816,2,117.729996
202,1,37.04
755,1,17.0
1508,1,81.98
939,1,77.1
1149,1,40.38
942,1,94.86
50,1,47.18
424,2,126.729996
750,1,79.73
378,1,77.86
1200,1,98.11
1435,1,58.43
737,1,60.58
704,2,126.3
1396,1,93.65
149,2,92.87
213,1,15.73
145,1,34.33
1407,1,16.04
387,1,82.32
460,1,34.79
100,2,83.44
969,1,82.28
660,1,37.71
911,1,30.22
1084,1,95.65
1325,1,80.69
473,1,59.46
462,1,35.12
395,5,201.33
1361,1,86.58
951,1,68.61
94,1,50.42
1258,1,49.26
733,1,75.5
18,1,83.83
458,1,75.7
775,1,81.78
1415,1,61.46
1292,1,56.45
93,1,30.47
529,1,5.47
1475,1,76.98
404,1,17.57
1389,1,33.69
874,1,53.06
24,1,8.57
573,1,71.26
1538,1,8.74
38,1,34.72
1202,1,83.35
366,1,8.49
1475,1,17.18
43,1,31.28
1287,1,87.1
1271,1,7.0
499,1,62.79
805,1,47.03
535,1,19.89
1200,1,45.25
492,1,30.12
1334,1,14.71
220,1,65.32
784,1,45.36
307,1,82.74
402,1,88.99
527,1,36.28
333,1,82.98
827,1,86.15
21,1,88.18
38,1,8.48
1280,1,57.6
391,1,42.11
595,1,65.73
1068,1,95.18
1076,1,90.79
769,1,66.92
265,1,6.15
1117,1,20.35
1394,1,84.23
1150,1,80.62
1499,1,50.21
1555,1,32.34
214,1,27.59
1416,1,40.98
709,1,49.99
1513,1,49.13
101,1,81.49
859,1,83.25
118,1,78.86
92,1,66.34
1302,1,78.44
36,1,14.14
920,1,60.04
484,1,29.6
24,2,106.32
244,1,51.25
915,1,81.07
771,1,27.69
432,1,10.16
361,1,40.14
1437,1,94.56
525,2,111.02
1465,1,26.18
1367,1,51.55
909,1,17.92
489,2,108.46
962,1,7.73
1333,1,74.1
67,1,38.07
459,1,34.53
122,1,57.11
1524,1,56.76
748,1,22.51
522,1,94.99
355,1,22.91
872,1,40.87
1058,1,52.49
141,2,60.29
753,2,86.92
493,2,129.21
734,2,98.48
1230,1,14.36
380,1,70.05
140,1,8.9
1069,1,88.83
928,1,27.0
101,1,35.7
971,1,42.97
1097,1,14.99
1235,1,84.42
1498,1,15.89
414,1,14.67
157,1,14.65
955,1,26.22
272,1,33.81
1172,1,49.88
340,1,69.06
1405,1,74.88
289,1,74.09
1263,1,43.82
432,1,97.11
746,1,45.9
740,2,72.770004
639,1,49.71
220,1,80.65
484,1,64.69
1099,1,94.31
1018,1,13.09
44,1,21.99
1354,1,52.25
1383,1,29.83
1044,1,27.09
1320,1,68.1
1049,1,22.15
1473,1,18.03
562,1,91.62
1598,1,23.09
1163,1,33.15
1415,1,44.93
994,1,86.77
1192,1,21.12
727,1,42.24
71,1,19.97
1087,1,17.65
81,1,48.92
1172,1,85.81
547,1,53.96
1305,1,93.58
1373,1,26.94
222,1,22.47
1117,1,76.71
925,1,44.21
1375,1,66.64
167,1,27.8
652,2,119.19
758,1,7.0
1219,1,70.59
524,1,25.77
928,1,26.05
684,1,74.87
213,1,20.34
1171,1,31.83
1236,1,12.06
1552,1,26.81
175,1,92.58
218,1,22.72
1200,1,25.28
776,1,89.3
730,1,58.0
6,1,22.22
1258,1,69.34
135,1,20.9
423,1,85.34
154,1,47.46
991,1,83.29
818,1,15.79
950,2,92.28
1545,1,20.32
82,1,12.6
880,1,58.28
1504,1,32.7
856,1,90.61
1144,1,71.54
1507,1,7.58
384,1,75.09
759,1,14.05
1076,1,40.46
950,1,60.44
14,1,46.66
986,1,25.65
743,1,84.37
967,1,40.66
418,1,20.12
99,1,72.88
216,1,88.01
1185,1,7.78
1593,1,97.27
284,1,17.02
192,1,84.18
1533,1,44.93
395,1,89.83
61,1,8.31
1476,1,10.74
792,1,16.85
957,1,47.65
1530,1,83.94
406,1,74.18
1461,2,112.4
175,1,61.51
936,1,69.78
872,1,82.67
723,1,95.41
1025,1,18.13
199,1,98.8
239,1,72.9
989,1,34.4
1304,1,38.67
394,1,41.64
1029,1,71.83
542,1,25.96
1027,1,71.28
1068,1,85.64
75,1,38.66
525,2,126.04001
982,1,54.28
464,1,34.88
1483,1,17.17
844,1,61.57
1196,1,47.5
848,1,78.59
176,1,63.34
1223,1,43.6
927,1,73.75
861,2,158.02
1218,1,6.01
1321,1,58.25
891,1,57.25
1291,1,36.81
851,2,164.29001
231,1,58.64
544,2,93.83
1293,1,34.67
904,1,66.43
39,1,5.33
422,1,92.08
66,1,78.9
182,1,19.56
1572,1,77.85
1169,1,71.28
1057,1,65.07
1421,1,8.63
277,1,73.4
1337,1,7.22
145,1,36.17
930,1,46.09
1529,1,67.39
1441,1,62.13
663,1,73.28
1521,1,47.36
242,1,14.62
1585,1,95.13
511,1,39.62
726,1,67.88
286,2,71.49
1314,1,64.56
610,1,48.71
552,1,30.91
878,1,92.57
1381,1,96.7
1109,1,66.21
1029,1,73.05
738,1,84.5
1581,1,79.22
1393,1,17.68
1522,1,27.76
574,1,50.14
78,1,87.18
1012,1,90.58
1338,1,25.2
121,1,83.56
1346,1,42.4
1577,1,74.83
890,1,44.22
945,1,76.78
1070,1,53.66
1595,1,71.98
1356,1,26.56
1191,1,99.65
970,2,117.02
1150,1,23.35
732,1,78.76
718,1,59.97
310,2,53.160004
911,1,54.03
373,2,111.17
916,1,55.93
1209,1,22.18
875,1,34.05
1189,1,90.42
26,1,94.98
21,1,50.02
1328,1,60.92
1201,1,33.07
463,1,88.73
619,1,75.71
428,1,78.76
1170,1,62.1
1291,1,65.65
126,1,15.0
644,1,97.99
1579,1,68.37
892,1,20.22
281,1,26.61
1550,2,65.27
637,1,49.2
1252,1,98.69
999,1,14.8
54,1,71.29
1537,1,27.62
203,1,66.49
704,1,88.75
728,1,90.08
742,1,95.53
858,1,79.87
807,1,40.54
628,1,32.38
1212,1,66.48
1348,1,89.6
1507,1,66.14
626,1,88.79
1381,1,57.87
1412,1,76.2
647,1,17.79
141,1,7.73
851,1,22.21
1370,1,68.56
1118,1,46.6
130,1,78.78
1267,1,80.96
1383,1,91.9
849,1,19.89
531,1,51.95
547,1,97.4
836,1,6.81
207,1,61.55
1085,1,51.88
1329,1,97.79
1023,1,74.99
1028,1,55.59
246,1,65.2
1510,1,66.32
1252,1,87.95
161,3,250.57
1350,1,89.74
339,1,81.19
503,1,98.97
1064,1,90.76
842,1,80.48
1394,1,44.51
1139,1,83.82
882,2,29.720001
1437,2,101.369995
287,1,76.9
1361,1,17.94
91,1,66.33
1327,1,47.48
1528,1,27.25
244,1,59.62
1063,1,30.14
1398,1,59.05
634,1,34.42
749,1,66.28
1584,1,34.61
983,1,36.7
165,1,61.86
1186,1,52.37
96,1,13.89
1012,1,30.94
1367,1,88.69
160,1,21.24
1522,1,81.64
664,1,27.65
393,1,22.8
722,1,89.16
1509,1,96.33
117,1,53.96
70,1,40.0
1412,1,88.17
1575,1,77.13
1405,1,96.25
418,1,62.18
930,1,91.01
295,1,64.19
760,1,13.53
123,1,51.8
208,1,17.0
275,2,88.100006
242,1,89.13
1595,1,36.14
688,1,98.57
689,1,72.11
0,1,62.85
1460,1,89.38
220,2,131.62
1105,1,56.25
1224,1,42.27
1534,1,59.22
217,1,19.07
1286,1,62.75
92,1,80.04
39,1,66.95
1369,1,89.4
1049,1,75.82
1536,1,67.85
334,1,33.91
1008,1,93.54
303,1,19.47
1357,1,5.11
526,1,88.78
929,1,75.27
155,1,23.43
1353,1,8.38
459,1,63.04
754,1,93.81
1264,1,59.08
564,1,79.08
698,1,65.12
99,1,29.57
439,2,127.75
608,1,31.17
447,1,31.48
526,3,140.23001
1398,1,90.35
1101,1,24.32
1275,1,31.37
1079,1,11.25
1115,1,73.83
728,1,16.33
1230,1,39.95
1205,1,61.92
953,1,21.66
1187,1,44.03
687,1,77.94
804,1,8.28
509,1,53.77
610,1,88.13
572,1,9.96
302,1,85.45
1469,1,65.74
332,1,99.76
129,1,61.47
723,1,92.46
943,1,62.93
909,1,74.01
864,1,6.46
893,1,18.54
932,1,15.72
677,1,77.59
825,1,24.3
595,1,12.17
1116,1,58.34
1480,1,60.89
389,1,67.73
1021,1,10.4
967,1,95.04
1386,1,71.23
1469,1,88.92
1157,1,62.88
1462,1,76.64
554,1,39.21
1270,1,12.47
214,1,5.38
669,1,96.83
931,1,76.63
966,1,89.85
1569,1,96.91
1347,1,62.51
1539,1,42.14
753,1,71.89
1429,1,97.75
442,1,77.85
366,1,76.82
818,1,40.76
583,1,38.36
292,1,65.13
1367,1,30.78
117,1,71.94
429,1,66.2
1058,2,129.12
1014,1,74.12
651,1,98.01
950,1,94.37
491,1,22.32
173,1,59.82
271,1,7.36
383,1,43.48
679,1,62.39
1096,1,42.05
698,1,52.97
328,1,79.67
1262,1,63.75
23,1,62.15
815,1,28.72
1103,1,55.83
1344,1,56.02
996,1,48.81
1348,1,94.0
85,1,86.86
819,1,62.22
119,1,85.02
297,1,26.1
460,1,16.82
255,1,95.93
198,1,93.73
567,1,95.46
1255,1,42.24
376,1,28.01
1017,1,54.92
1212,1,32.64
1242,1,57.7
1014,1,25.16
1530,1,60.67
756,1,58.33
447,2,163.0
1261,1,44.91
112,1,65.84
481,1,86.84
1344,1,57.35
162,1,26.52
96,1,93.72
274,1,71.09
513,1,15.51
1014,1,91.03
1442,1,83.47
1302,1,19.14
538,1,14.0
404,2,72.119995
191,1,18.89
1207,1,23.83
300,1,26.29
58,1,24.75
1345,1,79.3
1426,1,56.25
268,1,55.29
976,1,58.16
265,1,23.51
1146,1,70.13
369,1,42.11
530,1,63.96
580,1,26.58
298,1,8.87
701,1,87.02
688,1,30.18
993,1,90.24
527,1,66.61
431,1,26.59
1561,1,48.79
229,1,81.56
414,1,49.51
1133,1,32.99
228,1,87.42
1519,1,96.55
361,1,89.11
930,2,143.57
1073,1,77.06
49,1,28.15
820,1,84.98
335,1,45.49
301,1,81.76
557,2,123.11
1051,1,24.18
360,1,37.9
290,1,95.62
193,1,44.76
815,1,73.21
938,1,97.4
1322,1,5.51
587,1,27.89
461,1,87.26
1338,1,92.79
1002,1,61.28
1560,1,65.93
802,1,65.51
460,1,71.62
1153,1,44.17
1100,1,12.37
219,1,80.79
787,1,19.76
1354,1,37.93
493,1,35.29
866,1,70.82
524,1,48.15
589,1,77.19
1030,1,95.74
200,1,6.19
1035,1,94.07
1464,1,5.54
1250,1,45.64
606,1,71.11
729,1,17.66
473,1,28.64
495,1,80.17
633,1,46.01
600,1,26.48
357,1,30.4
1014,1,63.65
319,1,63.37
1471,1,19.79
1319,1,57.24
1293,1,98.34
1435,1,56.61
1358,1,48.29
611,1,31.24
439,1,61.3
1233,2,89.03
1563,1,62.68
